First,Second,Third,Fourth,Fifth,Sixth,Seventh,Eight
1.350786688734447,1.278810765308764,1.262770719520856,1.269520099878085,1.334976229386974,1.29888313413515,1.256223439965584,1.236033260936938
1.278810765308764,1.262770719520856,1.269520099878085,1.334976229386974,1.29888313413515,1.256223439965584,1.236033260936938,1.206529945086729
1.262770719520856,1.269520099878085,1.334976229386974,1.29888313413515,1.256223439965584,1.236033260936938,1.206529945086729,1.167234841402144
1.269520099878085,1.334976229386974,1.29888313413515,1.256223439965584,1.236033260936938,1.206529945086729,1.167234841402144,0.9765090926915041
1.334976229386974,1.29888313413515,1.256223439965584,1.236033260936938,1.206529945086729,1.167234841402144,0.9765090926915041,1.038203585306107
1.29888313413515,1.256223439965584,1.236033260936938,1.206529945086729,1.167234841402144,0.9765090926915041,1.038203585306107,0.9386521502557871
1.256223439965584,1.236033260936938,1.206529945086729,1.167234841402144,0.9765090926915041,1.038203585306107,0.9386521502557871,0.87402296242848
1.236033260936938,1.206529945086729,1.167234841402144,0.9765090926915041,1.038203585306107,0.9386521502557871,0.87402296242848,0.9418231857274298
1.206529945086729,1.167234841402144,0.9765090926915041,1.038203585306107,0.9386521502557871,0.87402296242848,0.9418231857274298,0.9032199195724051
1.167234841402144,0.9765090926915041,1.038203585306107,0.9386521502557871,0.87402296242848,0.9418231857274298,0.9032199195724051,0.8830787289063511
0.9765090926915041,1.038203585306107,0.9386521502557871,0.87402296242848,0.9418231857274298,0.9032199195724051,0.8830787289063511,0.8460709193872474
1.038203585306107,0.9386521502557871,0.87402296242848,0.9418231857274298,0.9032199195724051,0.8830787289063511,0.8460709193872474,0.8821037996855977
0.9386521502557871,0.87402296242848,0.9418231857274298,0.9032199195724051,0.8830787289063511,0.8460709193872474,0.8821037996855977,0.9363277614869444
0.87402296242848,0.9418231857274298,0.9032199195724051,0.8830787289063511,0.8460709193872474,0.8821037996855977,0.9363277614869444,0.9010928790890973
0.9418231857274298,0.9032199195724051,0.8830787289063511,0.8460709193872474,0.8821037996855977,0.9363277614869444,0.9010928790890973,0.8971422650551497
0.9032199195724051,0.8830787289063511,0.8460709193872474,0.8821037996855977,0.9363277614869444,0.9010928790890973,0.8971422650551497,0.8940475222994914
0.8830787289063511,0.8460709193872474,0.8821037996855977,0.9363277614869444,0.9010928790890973,0.8971422650551497,0.8940475222994914,0.8160373080893036
0.8460709193872474,0.8821037996855977,0.9363277614869444,0.9010928790890973,0.8971422650551497,0.8940475222994914,0.8160373080893036,0.7405192998515878
0.8821037996855977,0.9363277614869444,0.9010928790890973,0.8971422650551497,0.8940475222994914,0.8160373080893036,0.7405192998515878,0.7778014991497727
0.9363277614869444,0.9010928790890973,0.8971422650551497,0.8940475222994914,0.8160373080893036,0.7405192998515878,0.7778014991497727,0.7213584231130563
0.9010928790890973,0.8971422650551497,0.8940475222994914,0.8160373080893036,0.7405192998515878,0.7778014991497727,0.7213584231130563,0.5830570046974366
0.8971422650551497,0.8940475222994914,0.8160373080893036,0.7405192998515878,0.7778014991497727,0.7213584231130563,0.5830570046974366,0.657832489515796
0.8940475222994914,0.8160373080893036,0.7405192998515878,0.7778014991497727,0.7213584231130563,0.5830570046974366,0.657832489515796,0.7347630535971914
0.8160373080893036,0.7405192998515878,0.7778014991497727,0.7213584231130563,0.5830570046974366,0.657832489515796,0.7347630535971914,0.6858121897138929
0.7405192998515878,0.7778014991497727,0.7213584231130563,0.5830570046974366,0.657832489515796,0.7347630535971914,0.6858121897138929,0.6762217338750541
0.7778014991497727,0.7213584231130563,0.5830570046974366,0.657832489515796,0.7347630535971914,0.6858121897138929,0.6762217338750541,0.6874757575411915
0.7213584231130563,0.5830570046974366,0.657832489515796,0.7347630535971914,0.6858121897138929,0.6762217338750541,0.6874757575411915,0.6675468579375702
0.5830570046974366,0.657832489515796,0.7347630535971914,0.6858121897138929,0.6762217338750541,0.6874757575411915,0.6675468579375702,0.6282550742429386
0.657832489515796,0.7347630535971914,0.6858121897138929,0.6762217338750541,0.6874757575411915,0.6675468579375702,0.6282550742429386,0.64565776230867
0.7347630535971914,0.6858121897138929,0.6762217338750541,0.6874757575411915,0.6675468579375702,0.6282550742429386,0.64565776230867,0.6100126973575233
